FIPS,State,Carrier,Challenge?
220039504004061,LA,CenturyLink,N
220039504004084,LA,CenturyLink,N
220039504004085,LA,CenturyLink,N
220039504004090,LA,CenturyLink,N
220039505003025,LA,CenturyLink,N
220039505003029,LA,CenturyLink,N
220039505003039,LA,CenturyLink,N
220039505003047,LA,CenturyLink,N
220039505003077,LA,CenturyLink,N
220039505003084,LA,CenturyLink,N
220039505004006,LA,CenturyLink,N
220039505004007,LA,CenturyLink,N
220039505004011,LA,CenturyLink,N
220039505004012,LA,CenturyLink,N
220039505004013,LA,CenturyLink,N
220039505004014,LA,CenturyLink,N
220039505004017,LA,CenturyLink,N
220039505004032,LA,CenturyLink,N
220039505004034,LA,CenturyLink,N
220039505004035,LA,CenturyLink,N
220039505004036,LA,CenturyLink,N
220039505004070,LA,CenturyLink,N
220039505004071,LA,CenturyLink,N
220039505004072,LA,CenturyLink,N
220039505004073,LA,CenturyLink,N
220039505004075,LA,CenturyLink,N
220039505004076,LA,CenturyLink,N
220039505004110,LA,CenturyLink,N
220039505004119,LA,CenturyLink,N
220039505004128,LA,CenturyLink,N
220090305001060,LA,CenturyLink,N
220090305001061,LA,CenturyLink,N
220090305001062,LA,CenturyLink,N
220090305001065,LA,CenturyLink,N
220090305001066,LA,CenturyLink,N
220090305001067,LA,CenturyLink,N
220090305001068,LA,CenturyLink,N
220090305001072,LA,CenturyLink,N
220090305001084,LA,CenturyLink,N
220090305001090,LA,CenturyLink,N
220090305001091,LA,CenturyLink,N
220090305001099,LA,CenturyLink,N
220090305001101,LA,CenturyLink,N
220090305001103,LA,CenturyLink,N
220090305003020,LA,CenturyLink,N
220090305003029,LA,CenturyLink,N
220090308001000,LA,CenturyLink,N
220090308001005,LA,CenturyLink,N
220090308001006,LA,CenturyLink,N
220090308001009,LA,CenturyLink,N
220090308001012,LA,CenturyLink,N
220090308001015,LA,CenturyLink,N
220090308001024,LA,CenturyLink,N
220090308001026,LA,CenturyLink,N
220090308001028,LA,CenturyLink,N
220090308001029,LA,CenturyLink,N
220090308001032,LA,CenturyLink,N
220090308001033,LA,CenturyLink,N
220090308001034,LA,CenturyLink,N
220119607001231,LA,CenturyLink,N
220119607001371,LA,CenturyLink,N
220119607002036,LA,CenturyLink,N
220119607002050,LA,CenturyLink,N
220119607002053,LA,CenturyLink,N
220119607002064,LA,CenturyLink,N
220119607002069,LA,CenturyLink,N
220119607002073,LA,CenturyLink,N
220119607002080,LA,CenturyLink,N
220119607002082,LA,CenturyLink,N
220119607002083,LA,CenturyLink,N
220119607002086,LA,CenturyLink,N
220119607002090,LA,CenturyLink,N
220119607002092,LA,CenturyLink,N
220119607002093,LA,CenturyLink,N
220119607002095,LA,CenturyLink,N
220119607002097,LA,CenturyLink,N
220119607002098,LA,CenturyLink,N
220119607002100,LA,CenturyLink,N
220119607002101,LA,CenturyLink,N
220119607002102,LA,CenturyLink,N
220119607002103,LA,CenturyLink,N
220119607002116,LA,CenturyLink,N
220119607002117,LA,CenturyLink,N
220119607002118,LA,CenturyLink,N
220119607002119,LA,CenturyLink,N
220119607002120,LA,CenturyLink,N
220119607002121,LA,CenturyLink,N
220119607002122,LA,CenturyLink,N
220119607002125,LA,CenturyLink,N
220119607002133,LA,CenturyLink,N
220119607002136,LA,CenturyLink,N
220119607002144,LA,CenturyLink,N
220119607002145,LA,CenturyLink,N
220119607002146,LA,CenturyLink,N
220119607002156,LA,CenturyLink,N
220119607002160,LA,CenturyLink,N
220119607002164,LA,CenturyLink,N
220119607002165,LA,CenturyLink,N
220119607002181,LA,CenturyLink,N
220119607002182,LA,CenturyLink,N
220119607002184,LA,CenturyLink,N
220119607003001,LA,CenturyLink,N
220119607003005,LA,CenturyLink,N
220119607003006,LA,CenturyLink,N
220119607003012,LA,CenturyLink,N
220119607003013,LA,CenturyLink,N
220119607003016,LA,CenturyLink,N
220119607003018,LA,CenturyLink,N
220119607003046,LA,CenturyLink,N
220119607003050,LA,CenturyLink,N
220119607003056,LA,CenturyLink,N
220119607003058,LA,CenturyLink,N
220119607003060,LA,CenturyLink,N
220119607003078,LA,CenturyLink,N
220119607003116,LA,CenturyLink,N
220119607003137,LA,CenturyLink,N
220119607003146,LA,CenturyLink,N
220119607003150,LA,CenturyLink,N
220119607003154,LA,CenturyLink,N
220119607003156,LA,CenturyLink,N
220119607003158,LA,CenturyLink,N
220119607003160,LA,CenturyLink,N
220119607003161,LA,CenturyLink,N
220119607003169,LA,CenturyLink,N
220170249001067,LA,CenturyLink,N
220170249001070,LA,CenturyLink,N
220170249001071,LA,CenturyLink,N
220170249001083,LA,CenturyLink,N
220170249001089,LA,CenturyLink,N
220170249001126,LA,CenturyLink,N
220170249001128,LA,CenturyLink,N
220170249003069,LA,CenturyLink,N
220170249003083,LA,CenturyLink,N
220190020002000,LA,CenturyLink,N
220190020002001,LA,CenturyLink,N
220190020002008,LA,CenturyLink,N
220190020002013,LA,CenturyLink,N
220190020002019,LA,CenturyLink,N
220190020002020,LA,CenturyLink,N
220190020002022,LA,CenturyLink,N
220190024001002,LA,CenturyLink,N
220190024001004,LA,CenturyLink,N
220190024001010,LA,CenturyLink,N
220190024001041,LA,CenturyLink,N
220399501001121,LA,CenturyLink,N
220399501001127,LA,CenturyLink,N
220399501001132,LA,CenturyLink,N
220399501001133,LA,CenturyLink,N
220399501001134,LA,CenturyLink,N
220399501001136,LA,CenturyLink,N
220399501001137,LA,CenturyLink,N
220399501004019,LA,CenturyLink,N
220399501004019,LA,CenturyLink,N
220399501004021,LA,CenturyLink,N
220399501004022,LA,CenturyLink,N
220399501004028,LA,CenturyLink,N
220399501004029,LA,CenturyLink,N
220399501004031,LA,CenturyLink,N
220399501004046,LA,CenturyLink,N
220399501004049,LA,CenturyLink,N
220399501004050,LA,CenturyLink,N
220399501004051,LA,CenturyLink,N
220399501004052,LA,CenturyLink,N
220399501004053,LA,CenturyLink,N
220399501004068,LA,CenturyLink,N
220399501004074,LA,CenturyLink,N
220399501004075,LA,CenturyLink,N
220399501004076,LA,CenturyLink,N
220399501004077,LA,CenturyLink,N
220399501004078,LA,CenturyLink,N
220399501004079,LA,CenturyLink,N
220399501004080,LA,CenturyLink,N
220399501004081,LA,CenturyLink,N
220399501004085,LA,CenturyLink,N
220399501004087,LA,CenturyLink,N
220399501004089,LA,CenturyLink,N
220399501004092,LA,CenturyLink,N
220399501004093,LA,CenturyLink,N
220399501004096,LA,CenturyLink,N
220399501004097,LA,CenturyLink,N
220399501004099,LA,CenturyLink,N
220399501004101,LA,CenturyLink,N
220399501004102,LA,CenturyLink,N
220399504001000,LA,CenturyLink,N
220399504001002,LA,CenturyLink,N
220399504001004,LA,CenturyLink,N
220399504001056,LA,CenturyLink,N
220399505001000,LA,CenturyLink,N
220399505001001,LA,CenturyLink,N
220399505001002,LA,CenturyLink,N
220399505001004,LA,CenturyLink,N
220399507001003,LA,CenturyLink,N
220399507001005,LA,CenturyLink,N
220399507001006,LA,CenturyLink,N
220399507001007,LA,CenturyLink,N
220399507001010,LA,CenturyLink,N
220399507001011,LA,CenturyLink,N
220399507001012,LA,CenturyLink,N
220399507001014,LA,CenturyLink,N
220399507001016,LA,CenturyLink,N
220399507001058,LA,CenturyLink,N
220399507001062,LA,CenturyLink,N
220399507001064,LA,CenturyLink,N
220399507001065,LA,CenturyLink,N
220399507001066,LA,CenturyLink,N
220399507001074,LA,CenturyLink,N
220399507002016,LA,CenturyLink,N
220399507002017,LA,CenturyLink,N
220399507002018,LA,CenturyLink,N
220399507002019,LA,CenturyLink,N
220399507002020,LA,CenturyLink,N
220399507002021,LA,CenturyLink,N
220399507002023,LA,CenturyLink,N
220399507002025,LA,CenturyLink,N
220399507002026,LA,CenturyLink,N
220399507002027,LA,CenturyLink,N
220399507002031,LA,CenturyLink,N
220399507002032,LA,CenturyLink,N
220399507002035,LA,CenturyLink,N
220399507002036,LA,CenturyLink,N
220399507002042,LA,CenturyLink,N
220399507002060,LA,CenturyLink,N
220399507004030,LA,CenturyLink,N
220399507004043,LA,CenturyLink,N
220399507004044,LA,CenturyLink,N
220399507004046,LA,CenturyLink,N
220399507004047,LA,CenturyLink,N
220399507004049,LA,CenturyLink,N
220399507004050,LA,CenturyLink,N
220399507004051,LA,CenturyLink,N
220399507004052,LA,CenturyLink,N
220399507004054,LA,CenturyLink,N
220399507004056,LA,CenturyLink,N
220399507004058,LA,CenturyLink,N
220399508001022,LA,CenturyLink,N
220399508001023,LA,CenturyLink,N
220399508001025,LA,CenturyLink,N
220399508001032,LA,CenturyLink,N
220399508001035,LA,CenturyLink,N
220399508001038,LA,CenturyLink,N
220399508001039,LA,CenturyLink,N
220399508001045,LA,CenturyLink,N
220399508001046,LA,CenturyLink,N
220399508001048,LA,CenturyLink,N
220399508001060,LA,CenturyLink,N
220399508002001,LA,CenturyLink,N
220399508002002,LA,CenturyLink,N
220399508002004,LA,CenturyLink,N
220399508002005,LA,CenturyLink,N
220399508002006,LA,CenturyLink,N
220399508002007,LA,CenturyLink,N
220399508002008,LA,CenturyLink,N
220399508002009,LA,CenturyLink,N
220399508002010,LA,CenturyLink,N
220399508002013,LA,CenturyLink,N
220399508002014,LA,CenturyLink,N
220399508002015,LA,CenturyLink,N
220399508002016,LA,CenturyLink,N
220399508002026,LA,CenturyLink,N
220399508002030,LA,CenturyLink,N
220419501002022,LA,CenturyLink,N
220419501002023,LA,CenturyLink,N
220419501002027,LA,CenturyLink,N
220419501002034,LA,CenturyLink,N
220419501002039,LA,CenturyLink,N
220419501002083,LA,CenturyLink,N
220419501002099,LA,CenturyLink,N
220419501002102,LA,CenturyLink,N
220419501002125,LA,CenturyLink,N
220530001001089,LA,CenturyLink,N
220530001001122,LA,CenturyLink,N
220530001002072,LA,CenturyLink,N
220530001002085,LA,CenturyLink,N
220530001002087,LA,CenturyLink,N
220530001002091,LA,CenturyLink,N
220530001002092,LA,CenturyLink,N
220530001002102,LA,CenturyLink,N
220530001002129,LA,CenturyLink,N
220530001002130,LA,CenturyLink,N
220530001002135,LA,CenturyLink,N
220530001002137,LA,CenturyLink,N
220530001002138,LA,CenturyLink,N
220530001002141,LA,CenturyLink,N
220530001002170,LA,CenturyLink,N
220530002001083,LA,CenturyLink,N
220530002001110,LA,CenturyLink,N
220530002001125,LA,CenturyLink,N
220530002001128,LA,CenturyLink,N
220530002001133,LA,CenturyLink,N
220530002001136,LA,CenturyLink,N
220530002001137,LA,CenturyLink,N
220530002001149,LA,CenturyLink,N
220530002001150,LA,CenturyLink,N
220530002001156,LA,CenturyLink,N
220530002001157,LA,CenturyLink,N
220530002001213,LA,CenturyLink,N
220530002002059,LA,CenturyLink,N
220530003001013,LA,CenturyLink,N
220530003001014,LA,CenturyLink,N
220530003001015,LA,CenturyLink,N
220530003001016,LA,CenturyLink,N
220530003001017,LA,CenturyLink,N
220530003001024,LA,CenturyLink,N
220530003001025,LA,CenturyLink,N
220530003001026,LA,CenturyLink,N
220530003001029,LA,CenturyLink,N
220530003001030,LA,CenturyLink,N
220530003001033,LA,CenturyLink,N
220530003001049,LA,CenturyLink,N
220530003001052,LA,CenturyLink,N
220530003001055,LA,CenturyLink,N
220530003001056,LA,CenturyLink,N
220530003001058,LA,CenturyLink,N
220530003001074,LA,CenturyLink,N
220530003001085,LA,CenturyLink,N
220530003001225,LA,CenturyLink,N
220530004001047,LA,CenturyLink,N
220530004001052,LA,CenturyLink,N
220530004001053,LA,CenturyLink,N
220530004001054,LA,CenturyLink,N
220530004001055,LA,CenturyLink,N
220530004001057,LA,CenturyLink,N
220530004001058,LA,CenturyLink,N
220530004001059,LA,CenturyLink,N
220530004001060,LA,CenturyLink,N
220530004001072,LA,CenturyLink,N
220599702001079,LA,CenturyLink,N
220599703004027,LA,CenturyLink,N
220599703004031,LA,CenturyLink,N
220599703004033,LA,CenturyLink,N
220599703004035,LA,CenturyLink,N
220599703004036,LA,CenturyLink,N
220599703004037,LA,CenturyLink,N
220599703004039,LA,CenturyLink,N
220599703004047,LA,CenturyLink,N
220619607001021,LA,CenturyLink,N
220619607001022,LA,CenturyLink,N
220619607001030,LA,CenturyLink,N
220619607001031,LA,CenturyLink,N
220619607001032,LA,CenturyLink,N
220619607001033,LA,CenturyLink,N
220619607001037,LA,CenturyLink,N
220619607001038,LA,CenturyLink,N
220619607001039,LA,CenturyLink,N
220619607001040,LA,CenturyLink,N
220619607001044,LA,CenturyLink,N
220619607001058,LA,CenturyLink,N
220619607001060,LA,CenturyLink,N
220619607001063,LA,CenturyLink,N
220619607001064,LA,CenturyLink,N
220619607001070,LA,CenturyLink,N
220619607001076,LA,CenturyLink,N
220619607001092,LA,CenturyLink,N
220619607001095,LA,CenturyLink,N
220619607001106,LA,CenturyLink,N
220619607001107,LA,CenturyLink,N
220619607001108,LA,CenturyLink,N
220619607001110,LA,CenturyLink,N
220619607001111,LA,CenturyLink,N
220619607001112,LA,CenturyLink,N
220790135005010,LA,CenturyLink,N
220790135005014,LA,CenturyLink,N
220790135005016,LA,CenturyLink,N
220790135005017,LA,CenturyLink,N
220790135005018,LA,CenturyLink,N
220790135005019,LA,CenturyLink,N
220790135005024,LA,CenturyLink,N
220790135005026,LA,CenturyLink,N
220990203021072,LA,CenturyLink,N
220990203021080,LA,CenturyLink,N
220990203021084,LA,CenturyLink,N
220990203021089,LA,CenturyLink,N
220990203021095,LA,CenturyLink,N
220990203023010,LA,CenturyLink,N
220990205022036,LA,CenturyLink,N
221119605001036,LA,CenturyLink,N
221119605001051,LA,CenturyLink,N
260339710001058,MI,CenturyLink,N
260339710001113,MI,CenturyLink,N
260339710001142,MI,CenturyLink,N
261010001002011,MI,CenturyLink,N
261010001002012,MI,CenturyLink,N
261010001002014,MI,CenturyLink,N
261010001002015,MI,CenturyLink,N
261010001002021,MI,CenturyLink,N
261010001002023,MI,CenturyLink,N
261010001002038,MI,CenturyLink,N
261010001002120,MI,CenturyLink,N
270017703003038,MN,CenturyLink,N
270017703003052,MN,CenturyLink,N
270017703003054,MN,CenturyLink,N
270017703003057,MN,CenturyLink,N
270017703003059,MN,CenturyLink,N
270017703003060,MN,CenturyLink,N
270017905021007,MN,CenturyLink,N
270017905021009,MN,CenturyLink,N
270017905021010,MN,CenturyLink,N
270017905021012,MN,CenturyLink,N
270017905021014,MN,CenturyLink,N
270017905021017,MN,CenturyLink,N
270017905021017,MN,CenturyLink,N
270017905021019,MN,CenturyLink,N
270017905021031,MN,CenturyLink,N
270017905021032,MN,CenturyLink,N
270017905021034,MN,CenturyLink,N
270017905021036,MN,CenturyLink,N
270017905021039,MN,CenturyLink,N
270017905021041,MN,CenturyLink,N
270017905021043,MN,CenturyLink,N
270017905021055,MN,CenturyLink,N
270017905021056,MN,CenturyLink,N
270017905021060,MN,CenturyLink,N
270017905021061,MN,CenturyLink,N
270017905021062,MN,CenturyLink,N
270017905022015,MN,CenturyLink,N
270017905022026,MN,CenturyLink,N
270017905022026,MN,CenturyLink,N
270017905022038,MN,CenturyLink,N
270017905022056,MN,CenturyLink,N
270017905022060,MN,CenturyLink,N
270017905022070,MN,CenturyLink,N
270017905023011,MN,CenturyLink,N
270017905023019,MN,CenturyLink,N
270017905023021,MN,CenturyLink,N
270017905023024,MN,CenturyLink,N
270017905023038,MN,CenturyLink,N
270017905023039,MN,CenturyLink,N
270017905023040,MN,CenturyLink,N
270017905023041,MN,CenturyLink,N
270017905023042,MN,CenturyLink,N
270017905023043,MN,CenturyLink,N
270017905023048,MN,CenturyLink,N
270017905023051,MN,CenturyLink,N
270017905023052,MN,CenturyLink,N
270017905023055,MN,CenturyLink,N
270017905023061,MN,CenturyLink,N
270054502002038,MN,CenturyLink,N
270054502002040,MN,CenturyLink,N
270054502002042,MN,CenturyLink,N
270054502002075,MN,CenturyLink,N
270054502002076,MN,CenturyLink,N
270054502002083,MN,CenturyLink,N
270054502002084,MN,CenturyLink,N
270054502002086,MN,CenturyLink,N
270054503001000,MN,CenturyLink,N
270054503001005,MN,CenturyLink,N
270054503001042,MN,CenturyLink,N
270054503001045,MN,CenturyLink,N
270054503001046,MN,CenturyLink,N
270054503001048,MN,CenturyLink,N
270054503001049,MN,CenturyLink,N
270054503001050,MN,CenturyLink,N
270054503001051,MN,CenturyLink,N
270054503001059,MN,CenturyLink,N
270054503001091,MN,CenturyLink,N
270054503001096,MN,CenturyLink,N
270054503001097,MN,CenturyLink,N
270054503001098,MN,CenturyLink,N
270054503001103,MN,CenturyLink,N
270054503001105,MN,CenturyLink,N
270054503001114,MN,CenturyLink,N
270054503001118,MN,CenturyLink,N
270054503002002,MN,CenturyLink,N
270054503002003,MN,CenturyLink,N
270054503002004,MN,CenturyLink,N
270054503003000,MN,CenturyLink,N
270054503003002,MN,CenturyLink,N
270054503003003,MN,CenturyLink,N
270054503003004,MN,CenturyLink,N
270054503003006,MN,CenturyLink,N
270054503003007,MN,CenturyLink,N
270054503003008,MN,CenturyLink,N
270054503003009,MN,CenturyLink,N
270054503003010,MN,CenturyLink,N
270054503003011,MN,CenturyLink,N
270054503003012,MN,CenturyLink,N
270054503003017,MN,CenturyLink,N
270054503003029,MN,CenturyLink,N
270054503003030,MN,CenturyLink,N
270054503003031,MN,CenturyLink,N
270119502001055,MN,CenturyLink,N
270119502001056,MN,CenturyLink,N
270119502001061,MN,CenturyLink,N
270119502001069,MN,CenturyLink,N
270119502001076,MN,CenturyLink,N
270119502001077,MN,CenturyLink,N
270119502001078,MN,CenturyLink,N
270332703001271,MN,CenturyLink,N
270359508003038,MN,CenturyLink,N
270359508003044,MN,CenturyLink,N
270359508003045,MN,CenturyLink,N
270359508003046,MN,CenturyLink,N
270459603001005,MN,CenturyLink,N
270490802004002,MN,CenturyLink,N
270490802004026,MN,CenturyLink,N
270490802004028,MN,CenturyLink,N
270490802004047,MN,CenturyLink,N
270490802004048,MN,CenturyLink,N
270490802004049,MN,CenturyLink,N
270490802004050,MN,CenturyLink,N
270490802005040,MN,CenturyLink,N
270490802005041,MN,CenturyLink,N
270490802005042,MN,CenturyLink,N
270490803002001,MN,CenturyLink,N
270490803002006,MN,CenturyLink,N
270490803002010,MN,CenturyLink,N
270490803002014,MN,CenturyLink,N
270490803002015,MN,CenturyLink,N
270490803002020,MN,CenturyLink,N
270490803002021,MN,CenturyLink,N
270490803002024,MN,CenturyLink,N
270490803002029,MN,CenturyLink,N
270490803002030,MN,CenturyLink,N
270490803002033,MN,CenturyLink,N
270490803002040,MN,CenturyLink,N
270490803002074,MN,CenturyLink,N
270490803002104,MN,CenturyLink,N
270490803002105,MN,CenturyLink,N
270490803002107,MN,CenturyLink,N
270570702001134,MN,CenturyLink,N
270570702001150,MN,CenturyLink,N
270570702001152,MN,CenturyLink,N
270570702001153,MN,CenturyLink,N
270570702001154,MN,CenturyLink,N
270570702001177,MN,CenturyLink,N
270570702001224,MN,CenturyLink,N
270570702001225,MN,CenturyLink,N
270570702001226,MN,CenturyLink,N
270570702001229,MN,CenturyLink,N
270570702001237,MN,CenturyLink,N
270570702001244,MN,CenturyLink,N
270570702001249,MN,CenturyLink,N
270570702001251,MN,CenturyLink,N
270570702001252,MN,CenturyLink,N
270570702001254,MN,CenturyLink,N
270570702001256,MN,CenturyLink,N
270570702002041,MN,CenturyLink,N
270570702002042,MN,CenturyLink,N
270570702002046,MN,CenturyLink,N
270570702002048,MN,CenturyLink,N
270570702002049,MN,CenturyLink,N
270570702002051,MN,CenturyLink,N
270570702002052,MN,CenturyLink,N
270570702002053,MN,CenturyLink,N
270570702002055,MN,CenturyLink,N
270570702002059,MN,CenturyLink,N
270570702002061,MN,CenturyLink,N
270570702002071,MN,CenturyLink,N
270570702002075,MN,CenturyLink,N
270570702002079,MN,CenturyLink,N
270570702002080,MN,CenturyLink,N
270570702002081,MN,CenturyLink,N
270570702002082,MN,CenturyLink,N
270570702002083,MN,CenturyLink,N
270570702002086,MN,CenturyLink,N
270570702002087,MN,CenturyLink,N
270570702002089,MN,CenturyLink,N
270570702002090,MN,CenturyLink,N
270570702002096,MN,CenturyLink,N
270570702002097,MN,CenturyLink,N
270570702002099,MN,CenturyLink,N
270570702002100,MN,CenturyLink,N
270570702002112,MN,CenturyLink,N
270570702002120,MN,CenturyLink,N
270570702002121,MN,CenturyLink,N
270570702002123,MN,CenturyLink,N
270570702002128,MN,CenturyLink,N
270570703002158,MN,CenturyLink,N
270570703002164,MN,CenturyLink,N
270570704001007,MN,CenturyLink,N
270570704001008,MN,CenturyLink,N
270570704001010,MN,CenturyLink,N
270570704001102,MN,CenturyLink,N
270570705001089,MN,CenturyLink,N
270570705001091,MN,CenturyLink,N
270570705001095,MN,CenturyLink,N
270570705001098,MN,CenturyLink,N
270570705001099,MN,CenturyLink,N
270570705001100,MN,CenturyLink,N
270570705001104,MN,CenturyLink,N
270570705001109,MN,CenturyLink,N
270570705001110,MN,CenturyLink,N
270570705001113,MN,CenturyLink,N
270570705001114,MN,CenturyLink,N
270570705001116,MN,CenturyLink,N
270570705001117,MN,CenturyLink,N
270570705001118,MN,CenturyLink,N
270570705001119,MN,CenturyLink,N
270570705001120,MN,CenturyLink,N
270570705001128,MN,CenturyLink,N
270570705001133,MN,CenturyLink,N
270570705001135,MN,CenturyLink,N
270570705001139,MN,CenturyLink,N
270570705001155,MN,CenturyLink,N
270570705002000,MN,CenturyLink,N
270570705002009,MN,CenturyLink,N
270570705002012,MN,CenturyLink,N
270570705002013,MN,CenturyLink,N
270570705002014,MN,CenturyLink,N
270570705002016,MN,CenturyLink,N
270570705002017,MN,CenturyLink,N
270570705002018,MN,CenturyLink,N
270570705002019,MN,CenturyLink,N
270570705002022,MN,CenturyLink,N
270570705002031,MN,CenturyLink,N
270570705002034,MN,CenturyLink,N
270570705002035,MN,CenturyLink,N
270570705002038,MN,CenturyLink,N
270570705002068,MN,CenturyLink,N
270570705002069,MN,CenturyLink,N
270570705002070,MN,CenturyLink,N
270570705002074,MN,CenturyLink,N
270570705002075,MN,CenturyLink,N
270570705002077,MN,CenturyLink,N
270570705002088,MN,CenturyLink,N
270570705002089,MN,CenturyLink,N
270570705002091,MN,CenturyLink,N
270570705002092,MN,CenturyLink,N
270570705002094,MN,CenturyLink,N
270570705002096,MN,CenturyLink,N
270570705002097,MN,CenturyLink,N
270570705002098,MN,CenturyLink,N
270570705002106,MN,CenturyLink,N
270570706001007,MN,CenturyLink,N
270570707001014,MN,CenturyLink,N
270570707001019,MN,CenturyLink,N
270570707001027,MN,CenturyLink,N
270570707001028,MN,CenturyLink,N
270570707001030,MN,CenturyLink,N
270570707001031,MN,CenturyLink,N
270570707001039,MN,CenturyLink,N
270570707001051,MN,CenturyLink,N
270570707001056,MN,CenturyLink,N
270570707001058,MN,CenturyLink,N
270570707001060,MN,CenturyLink,N
270570707001061,MN,CenturyLink,N
270570707001067,MN,CenturyLink,N
270570707001108,MN,CenturyLink,N
270570707001109,MN,CenturyLink,N
270570707001114,MN,CenturyLink,N
270570707001224,MN,CenturyLink,N
270570707001233,MN,CenturyLink,N
270570707001286,MN,CenturyLink,N
270570707001287,MN,CenturyLink,N
270570707002000,MN,CenturyLink,N
270570707002002,MN,CenturyLink,N
270570707002006,MN,CenturyLink,N
270570707002007,MN,CenturyLink,N
270570707002010,MN,CenturyLink,N
270570707002047,MN,CenturyLink,N
270570707002049,MN,CenturyLink,N
270570707002057,MN,CenturyLink,N
270614804002344,MN,CenturyLink,N
270614804002351,MN,CenturyLink,N
270614804002353,MN,CenturyLink,N
270614804002354,MN,CenturyLink,N
270614804002374,MN,CenturyLink,N
270614804002375,MN,CenturyLink,N
270614804002376,MN,CenturyLink,N
270614804002379,MN,CenturyLink,N
270614804002383,MN,CenturyLink,N
270614804003000,MN,CenturyLink,N
270614804003002,MN,CenturyLink,N
270614804003003,MN,CenturyLink,N
270614804003114,MN,CenturyLink,N
270614804003115,MN,CenturyLink,N
270614804003116,MN,CenturyLink,N
270614804003117,MN,CenturyLink,N
270614804003118,MN,CenturyLink,N
270614804003119,MN,CenturyLink,N
270614804003120,MN,CenturyLink,N
270614804003121,MN,CenturyLink,N
270614804003122,MN,CenturyLink,N
270614804003126,MN,CenturyLink,N
270614805001054,MN,CenturyLink,N
270614805001056,MN,CenturyLink,N
270614805001062,MN,CenturyLink,N
270614805001065,MN,CenturyLink,N
270614805001081,MN,CenturyLink,N
270614806002030,MN,CenturyLink,N
270614806002031,MN,CenturyLink,N
270614806002032,MN,CenturyLink,N
270614806002042,MN,CenturyLink,N
270614806002044,MN,CenturyLink,N
270614806002046,MN,CenturyLink,N
270614806002048,MN,CenturyLink,N
270614806004002,MN,CenturyLink,N
270614806004003,MN,CenturyLink,N
270614806004004,MN,CenturyLink,N
270614806004008,MN,CenturyLink,N
270614806004022,MN,CenturyLink,N
270614806004023,MN,CenturyLink,N
270614808011009,MN,CenturyLink,N
270614808011012,MN,CenturyLink,N
270614808011078,MN,CenturyLink,N
270614809001071,MN,CenturyLink,N
270614809001081,MN,CenturyLink,N
270614809001082,MN,CenturyLink,N
270614809001083,MN,CenturyLink,N
270614809001095,MN,CenturyLink,N
270614809001096,MN,CenturyLink,N
270614809001101,MN,CenturyLink,N
270614809001104,MN,CenturyLink,N
270753701001140,MN,CenturyLink,N
270753701001148,MN,CenturyLink,N
270753701001164,MN,CenturyLink,N
270753701001170,MN,CenturyLink,N
270753701001173,MN,CenturyLink,N
270753701001175,MN,CenturyLink,N
270753701001178,MN,CenturyLink,N
270753701001181,MN,CenturyLink,N
270753701001227,MN,CenturyLink,N
270753701001229,MN,CenturyLink,N
270753701001230,MN,CenturyLink,N
270753701001233,MN,CenturyLink,N
270753701001262,MN,CenturyLink,N
270753701001263,MN,CenturyLink,N
270753701001264,MN,CenturyLink,N
270753701001524,MN,CenturyLink,N
270753703002015,MN,CenturyLink,N
270879401001001,MN,CenturyLink,N
270879401001011,MN,CenturyLink,N
270879401001043,MN,CenturyLink,N
270879401002119,MN,CenturyLink,N
270879401002126,MN,CenturyLink,N
270879401002147,MN,CenturyLink,N
270879401002148,MN,CenturyLink,N
270879401003002,MN,CenturyLink,N
270879401003028,MN,CenturyLink,N
270879401003033,MN,CenturyLink,N
270879401003036,MN,CenturyLink,N
270879401003037,MN,CenturyLink,N
270879401003040,MN,CenturyLink,N
270879401003044,MN,CenturyLink,N
270879401003050,MN,CenturyLink,N
270879401003051,MN,CenturyLink,N
270879401003053,MN,CenturyLink,N
270879401003065,MN,CenturyLink,N
270879401003069,MN,CenturyLink,N
270879401003072,MN,CenturyLink,N
270879401003073,MN,CenturyLink,N
270879401003075,MN,CenturyLink,N
270879401003076,MN,CenturyLink,N
270879401003077,MN,CenturyLink,N
270879401003078,MN,CenturyLink,N
270879401003079,MN,CenturyLink,N
270879401003080,MN,CenturyLink,N
270879401003081,MN,CenturyLink,N
270879401003082,MN,CenturyLink,N
270879401003084,MN,CenturyLink,N
270879401003085,MN,CenturyLink,N
270879401003091,MN,CenturyLink,N
270879401003092,MN,CenturyLink,N
270879401003095,MN,CenturyLink,N
270879401003096,MN,CenturyLink,N
270879401003097,MN,CenturyLink,N
270879401003098,MN,CenturyLink,N
270879401003099,MN,CenturyLink,N
270879401003100,MN,CenturyLink,N
270879401003101,MN,CenturyLink,N
270879401003102,MN,CenturyLink,N
270879401003104,MN,CenturyLink,N
270879401003107,MN,CenturyLink,N
270879401003108,MN,CenturyLink,N
270879401003110,MN,CenturyLink,N
270879401003114,MN,CenturyLink,N
270879401003117,MN,CenturyLink,N
270879401003118,MN,CenturyLink,N
270879401003134,MN,CenturyLink,N
270879403001095,MN,CenturyLink,N
270879403002093,MN,CenturyLink,N
270977803002015,MN,CenturyLink,N
270977803002016,MN,CenturyLink,N
270977803002018,MN,CenturyLink,N
270977803002055,MN,CenturyLink,N
270977803003007,MN,CenturyLink,N
